0.000000000000000000e+00,1.647506441044500036e+01
0.000000000000000000e+00,-2.338242103642156877e+01
0.000000000000000000e+00,1.443352649245913888e+01
0.000000000000000000e+00,1.672249019281343863e+01
0.000000000000000000e+00,1.630524104184216583e+01
0.000000000000000000e+00,1.752183554413453237e+01
0.000000000000000000e+00,2.035272868574661587e+01
0.000000000000000000e+00,1.845535098221101578e+01
0.000000000000000000e+00,2.056993080767246340e+01
1.000000000000000000e+00,2.156871462848719645e+01
1.000000000000000000e+00,2.151544559132782553e+01
1.000000000000000000e+00,2.194318975356287282e+01
1.000000000000000000e+00,2.254648190531953844e+01
1.000000000000000000e+00,2.168592606574401671e+01
1.000000000000000000e+00,2.355417411785080262e+01
1.000000000000000000e+00,2.181431302236832792e+01
2.000000000000000000e+00,2.322048294084275710e+01
2.000000000000000000e+00,2.185679339855073522e+01
2.000000000000000000e+00,2.512226872961696955e+01
2.000000000000000000e+00,2.518653056332223628e+01
2.000000000000000000e+00,2.381021730765324307e+01
2.000000000000000000e+00,2.409396376652851046e+01
2.000000000000000000e+00,2.413574216426023611e+01
3.000000000000000000e+00,2.540415047667567094e+01
3.000000000000000000e+00,2.541213204663245762e+01
3.000000000000000000e+00,2.562169358931905805e+01
3.000000000000000000e+00,2.593352003184381616e+01
3.000000000000000000e+00,2.574261371393900788e+01
3.000000000000000000e+00,2.639522838614433198e+01
3.000000000000000000e+00,2.676822756036785123e+01
3.000000000000000000e+00,2.654340902626417531e+01
4.000000000000000000e+00,2.596611865939410535e+01
4.000000000000000000e+00,2.820456084199757996e+01
4.000000000000000000e+00,2.753501499947847719e+01
4.000000000000000000e+00,2.856168619704975953e+01
4.000000000000000000e+00,2.808461571517781152e+01
4.000000000000000000e+00,2.893754871608206258e+01
4.000000000000000000e+00,2.942417372895072347e+01
5.000000000000000000e+00,2.982773271058927733e+01
5.000000000000000000e+00,2.776935607962974473e+01
5.000000000000000000e+00,2.852030272984090686e+01
5.000000000000000000e+00,2.975005327223444596e+01
5.000000000000000000e+00,3.063128544750009397e+01
5.000000000000000000e+00,2.984963031339763972e+01
5.000000000000000000e+00,3.010655021855984970e+01
6.000000000000000000e+00,2.852417267035322368e+01
6.000000000000000000e+00,3.115088347764090315e+01
6.000000000000000000e+00,2.850758232026399952e+01
6.000000000000000000e+00,3.073561510967610744e+01
6.000000000000000000e+00,2.902165247149803307e+01
6.000000000000000000e+00,2.975941612833883809e+01
6.000000000000000000e+00,2.982093502805842888e+01
6.000000000000000000e+00,3.181397256637803395e+01
7.000000000000000000e+00,3.109158647028971245e+01
7.000000000000000000e+00,2.974571483450017340e+01
7.000000000000000000e+00,3.195346232821274413e+01
7.000000000000000000e+00,3.148044677549860637e+01
7.000000000000000000e+00,3.123944036293089610e+01
7.000000000000000000e+00,3.176054167330913458e+01
7.000000000000000000e+00,3.191306539844053702e+01
8.000000000000000000e+00,3.002096115202896698e+01
8.000000000000000000e+00,3.183763811493204798e+01
8.000000000000000000e+00,3.134884369931857151e+01
8.000000000000000000e+00,3.086779976259171576e+01
8.000000000000000000e+00,3.182846010017397020e+01
8.000000000000000000e+00,3.149045722105170952e+01
8.000000000000000000e+00,3.304570985132180283e+01
9.000000000000000000e+00,3.172932811315203239e+01
9.000000000000000000e+00,3.153056499391056278e+01
9.000000000000000000e+00,3.199651031914133625e+01
9.000000000000000000e+00,2.867396210045629346e+01
9.000000000000000000e+00,2.808197973670753811e+01
9.000000000000000000e+00,3.238832847976294715e+01
9.000000000000000000e+00,3.312746670928409287e+01
9.000000000000000000e+00,3.200676701788809453e+01
1.000000000000000000e+01,2.849295522799245006e+01
1.000000000000000000e+01,2.979117837413213365e+01
1.000000000000000000e+01,3.112688519267655352e+01
1.000000000000000000e+01,3.196404782700805214e+01
1.000000000000000000e+01,3.236609385389262172e+01
1.000000000000000000e+01,3.162597633299231958e+01
1.000000000000000000e+01,2.898658480208931110e+01
1.100000000000000000e+01,2.931774614690694136e+01
1.100000000000000000e+01,2.886559592363927607e+01
1.100000000000000000e+01,2.758062050512506502e+01
1.100000000000000000e+01,3.210394959482453459e+01
1.100000000000000000e+01,3.187593786966214893e+01
1.100000000000000000e+01,3.316631586052104552e+01
1.100000000000000000e+01,3.071732209195506869e+01
1.200000000000000000e+01,2.999688302862314160e+01
1.200000000000000000e+01,3.144830357666521436e+01
1.200000000000000000e+01,3.280015614222227072e+01
1.200000000000000000e+01,3.266474860217882537e+01
1.200000000000000000e+01,2.990932581563555104e+01
1.200000000000000000e+01,3.078009844039135601e+01
1.200000000000000000e+01,2.964650583547314611e+01
1.200000000000000000e+01,3.266015717077605984e+01
1.300000000000000000e+01,3.167957142954889349e+01
1.300000000000000000e+01,3.095515264830729052e+01
1.300000000000000000e+01,2.890853442522580252e+01
1.300000000000000000e+01,2.963520766313176580e+01
1.300000000000000000e+01,3.261269872730127162e+01
1.300000000000000000e+01,3.272592539968116654e+01
1.300000000000000000e+01,3.272708100394827113e+01
1.400000000000000000e+01,3.169433780587500848e+01
1.400000000000000000e+01,3.291975602104378140e+01
1.400000000000000000e+01,3.279571182073613045e+01
1.400000000000000000e+01,2.888891611171542806e+01
1.400000000000000000e+01,3.250807921984564786e+01
1.400000000000000000e+01,3.250340281050934266e+01
1.400000000000000000e+01,3.325179724585196794e+01
1.500000000000000000e+01,3.199001280246572776e+01
1.500000000000000000e+01,3.254147543606472226e+01
1.500000000000000000e+01,3.070244942567412849e+01
1.500000000000000000e+01,3.196765554765503481e+01
1.500000000000000000e+01,3.221661618921129389e+01
1.500000000000000000e+01,3.269199895684415225e+01
1.500000000000000000e+01,3.341921396549288659e+01
1.600000000000000000e+01,3.257448744059148282e+01
1.600000000000000000e+01,3.201326212564859475e+01
1.600000000000000000e+01,3.219385289566657349e+01
1.600000000000000000e+01,3.367201973885448041e+01
1.600000000000000000e+01,3.301115599731799222e+01
1.600000000000000000e+01,3.275041868235832965e+01
1.600000000000000000e+01,3.276021179950312501e+01
1.600000000000000000e+01,3.170969462109457737e+01
1.700000000000000000e+01,3.266927093326865617e+01
1.700000000000000000e+01,3.335745664945577005e+01
1.700000000000000000e+01,3.261534712850958329e+01
1.700000000000000000e+01,3.334274639562255516e+01
1.700000000000000000e+01,3.222773910338230507e+01
1.700000000000000000e+01,3.309595761362741939e+01
1.700000000000000000e+01,3.340779118323285957e+01
1.800000000000000000e+01,3.329670538650698575e+01
1.800000000000000000e+01,3.334380738579123715e+01
1.800000000000000000e+01,3.268164345477150334e+01
1.800000000000000000e+01,3.347100248040706560e+01
1.800000000000000000e+01,3.266888325489673406e+01
1.800000000000000000e+01,3.321029465024722782e+01
1.800000000000000000e+01,3.280505554962292081e+01
1.900000000000000000e+01,3.320045445624858615e+01
1.900000000000000000e+01,3.298234848463430779e+01
1.900000000000000000e+01,3.330978215351473182e+01
1.900000000000000000e+01,3.351836731847908624e+01
1.900000000000000000e+01,3.420724023583617424e+01
1.900000000000000000e+01,3.370557878505103844e+01
1.900000000000000000e+01,3.351979095241890150e+01
1.900000000000000000e+01,3.365007699218790549e+01
2.000000000000000000e+01,3.416565230802573438e+01
2.000000000000000000e+01,3.361594911283360432e+01
2.000000000000000000e+01,3.403078157913979851e+01
2.000000000000000000e+01,3.353467018420899848e+01
2.000000000000000000e+01,3.390251112812413936e+01
2.000000000000000000e+01,3.346937867108748321e+01
2.000000000000000000e+01,3.397431094996080958e+01
2.100000000000000000e+01,3.395198683374852067e+01
2.100000000000000000e+01,3.392445278834993871e+01
2.100000000000000000e+01,3.433281281230419069e+01
2.100000000000000000e+01,3.419370165736688705e+01
2.100000000000000000e+01,3.401428144950627086e+01
2.100000000000000000e+01,3.389702814716179802e+01
2.100000000000000000e+01,3.432378184606783122e+01
2.200000000000000000e+01,3.404905303000261796e+01
2.200000000000000000e+01,3.427469464891161977e+01
2.200000000000000000e+01,3.408742052305405679e+01
2.200000000000000000e+01,3.412195663044428073e+01
2.200000000000000000e+01,3.461828764997852659e+01
2.200000000000000000e+01,3.433081850364774823e+01
2.200000000000000000e+01,3.391606203270296049e+01
2.200000000000000000e+01,3.421654675743627649e+01
2.300000000000000000e+01,3.453887314622650706e+01
2.300000000000000000e+01,3.409678337446537455e+01
2.300000000000000000e+01,3.421608598527001277e+01
2.300000000000000000e+01,3.483396621862005560e+01
2.300000000000000000e+01,3.446202601056172909e+01
2.300000000000000000e+01,3.439994291660022441e+01
2.300000000000000000e+01,3.467511504933919753e+01
2.400000000000000000e+01,3.438050452832805348e+01
2.400000000000000000e+01,3.492086623152761860e+01
2.400000000000000000e+01,3.480599714892912289e+01
2.400000000000000000e+01,3.477661342763046548e+01
2.400000000000000000e+01,3.480826450524303084e+01
2.400000000000000000e+01,3.495322842856796086e+01
2.400000000000000000e+01,3.448142921224316382e+01
2.500000000000000000e+01,3.475845897938714302e+01
2.500000000000000000e+01,3.496683228258694953e+01
2.500000000000000000e+01,3.491864291996334657e+01
2.500000000000000000e+01,3.507694489102730984e+01
2.500000000000000000e+01,3.502324333313801930e+01
2.500000000000000000e+01,3.519310364345184894e+01
2.500000000000000000e+01,3.524147408100274959e+01
2.500000000000000000e+01,3.504379150507782725e+01
2.600000000000000000e+01,3.502189690650786957e+01
2.600000000000000000e+01,3.486714281808733062e+01
2.600000000000000000e+01,3.532163359995298890e+01
2.600000000000000000e+01,3.533138439155740684e+01
2.600000000000000000e+01,3.523834375563126287e+01
2.600000000000000000e+01,3.534967722373389165e+01
2.600000000000000000e+01,3.515588001103134985e+01
2.700000000000000000e+01,3.541125750066391475e+01
2.700000000000000000e+01,3.518298912310710591e+01
2.700000000000000000e+01,3.533964572822668515e+01
2.700000000000000000e+01,3.555820272773607371e+01
2.700000000000000000e+01,3.500980871556888729e+01
2.700000000000000000e+01,3.558513862213733603e+01
2.700000000000000000e+01,3.544394943374486928e+01
